鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
龍潭區,房地(土地+建物),桃園市龍潭區民治三街151~180號,18.24,住,,,1071229,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800208,37.050000000000004,1,1,1,有,無,690000,18623,,0.0,0,,RPQNMLLKJHOFFCH97DA
中壢區,房地(土地+建物)+車位,桃園市中壢區榮民南路279巷1~30號,22.96,住,,,1071125,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050803,122.48,2,2,1,有,有,5100000,47716,坡道平面,38.65,1100000,,RPPTMLLKJHOFFBH38DA
桃園區,房地(土地+建物),桃園市桃園區福壽街31~60號,37.2,住,,,960303,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,103.25,3,1,2,有,無,1800000,17433,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLLKKHOFFAH48DA
中壢區,房地(土地+建物),桃園市中壢區自忠二街31~60號,41.33,住,,,1071217,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750718,50.01,3,2,2,有,無,2100000,41992,,0.0,0,,RPSNMLKKJHOFFBH97DA
中壢區,房地(土地+建物),桃園市中壢區自忠二街31~60號,41.33,住,,,1071217,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750718,50.01,3,2,2,有,無,2100000,41992,,0.0,0,,RPVNMLKKJHOFFBH28DA
平鎮區,土地,湧星段931~960地號,5.54,住,,,1071226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,140000,25271,,0.0,0,,RPXNMLNLJHOFFGH86EA
平鎮區,土地,湧星段931~960地號,8.96,住,,,1071226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,13393,,0.0,0,,RPPOMLNLJHOFFGH78EA
平鎮區,土地,湧安段1261~1290地號,154.72,農,,,1071219,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3080000,19907,,0.0,0,向政府機關承購之案件。;,RPRNMLPKJHOFFGH98EA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段91~120號,7.04,住,,,1071224,土地1建物1車位0,三層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950520,31.74,1,0,1,有,有,1450000,45684,,0.0,0,,RPXPMLMKKHOFFBH09EA
中壢區,房地(土地+建物),桃園市中壢區元化路267巷1~30號,45.33,住,,,1071128,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0801125,96.92,3,2,2,有,無,3500000,36112,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLLKKHOFFBH38EA
楊梅區,土地,田心段391~420地號,459.69,,特定農業區,甲種建築用地,1070927,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,7831,,0.0,0,,RPWNMLMLJHOFFDH98EA
蘆竹區,房地(土地+建物),桃園市蘆竹區南福街121~150號,4.98,住,,,1071127,土地1建物1車位0,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0920728,39.120000000000005,1,1,1,有,有,3750000,95859,,0.0,0,含增建或未登記建物。;,RPPOMLTKJHOFFEH98DA
平鎮區,房地(土地+建物),桃園市平鎮區太平西路37巷12弄1~30號,70.46,,鄉村區,乙種建築用地,1071216,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700210,89.76,3,2,2,有,無,3650000,40664,,0.0,0,含增建或未登記建物。;權利人有兩人，防火巷增建,RPUOMLSJJHOFFGH86DA
中壢區,房地(土地+建物),桃園市中壢區月眉一路126巷1~30號,86.07,,特定農業區,甲種建築用地,1071125,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0961025,189.37,4,3,3,有,無,7700000,40661,,0.0,0,,RPQQMLQKJHOFFBH58CA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段648巷1~30號,14.55,住,,,1071119,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020430,88.45,2,2,1,有,有,4880000,55172,,0.0,0,,RPSOMLRKJHOFFBH68CA
